"Name","m/z","RT [min]","HMDB","KEGG","Super_Class","Class","Sub_Class","log2FC_Processing_1","log2FC_Processing_2","log2FC_Processing_3","log2FC_Processing_4","PC1","PC2","Strength_PC1_PC2","Rank_Strength"
"5,7-dihydroxy-6-(4-hydroxy-3-methylbutanoyl)-8-(3-methylbut-2-en-1-yl)-4-phenylchromen-2-one",421.16599,6.595,"","","Phenylpropanoids and polyketides","Neoflavonoids","Prenylated neoflavonoids",NA,NA,NA,NA,0.038015699093052,0.00119948965207986,0.0380346178232268,603
"2-heptyl-3,6-dihydroxy-4-methoxybenzaldehyde",267.15927,4.018,"","","Benzenoids","Phenols","Methoxyphenols",NA,NA,NA,NA,0.0272631366628061,0.0264928996138361,0.0380151594846535,604
"3,4',5-Biphenyltriol",203.07007,5.853,"HMDB0032713","","Benzenoids","Benzene and substituted derivatives","Biphenyls and derivatives",NA,NA,NA,NA,-0.0378613912069007,-0.0034116976842562,0.0380147948200531,605
"Schizine B",447.18759,5.874,"","","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,NA,NA,NA,0.0257752178536692,0.0279043042824865,0.0379869984717627,606
"4-Methoxyindole-3-carbaldehyde",174.05614,4.381,"","","Organoheterocyclic compounds","Indoles and derivatives","Indoles",NA,NA,NA,NA,-0.0320151475675523,0.0203757105628585,0.0379491667196202,607
"1-(4-Ethoxyphenyl)Propan-2-Amine",180.13843,6.76,"","","Benzenoids","Benzene and substituted derivatives","Phenethylamines",NA,NA,NA,NA,-0.0276649772844342,0.025923492686591,0.0379127741166483,608
"juncuenin C",297.11212,6.078,"","","Benzenoids","Phenanthrenes and derivatives","Hydrophenanthrenes",NA,NA,NA,NA,0.0159007554984738,-0.0344157339638061,0.0379114332318065,609
"DEOXYCHOLATE",357.27847,7.506,"HMDB0000626","C04483","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives",NA,NA,NA,NA,-0.0137830230941207,-0.0353030579041879,0.0378982535613385,610
"N-acetylphenylalanine",206.08211,4.234,"HMDB0000512","C03519","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,NA,NA,NA,-0.0281256424908694,0.0253876342255713,0.0378890978659508,611
"(5R)-2-(hydroxymethyl)-1,3-dimethoxy-5-octyl-5,6,7,8-tetrahydroquinolin-4-one",350.23663,6.737,"","","Organic oxygen compounds","Organooxygen compounds","Ethers",NA,NA,NA,NA,-0.0365036951415629,0.0101257477243144,0.0378820607407335,612
"cyclooctanone",127.1116,4.677,"","","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds",NA,NA,NA,NA,-0.00664076254659791,0.0372891174709904,0.0378758235417478,613
"Arcyriaflavin A",324.07739,6.347,"","","Organoheterocyclic compounds","Indoles and derivatives","Carbazoles",NA,NA,NA,NA,-0.0349593503137393,0.0145145052555295,0.0378527018477088,614
"methyl 3,20-diethyl-38-hydroxy-4-oxa-6,16,24,34-tetraazaundecacyclo[25.10.1.1,.0,.0,.0,.0,.0,.0,.0,.0,]nonatriaconta-7,9,11,18,28,30,32,35-octaene-36-carboxylate",647.35907,9.035,"","","Unknown","","",NA,NA,NA,NA,-0.0246481711305205,0.028694847850284,0.0378275908991093,615
"Pregabalin",160.1333,3.655,"HMDB0014375","","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,NA,NA,NA,0.0229130635041287,0.0300928093925382,0.0378230836431916,616
"Ym-32890 B",539.33447,8.044,"","","Phenylpropanoids and polyketides","Macrolides and analogues","",NA,NA,NA,NA,0.0378087667144117,-0.000445006657779769,0.0378113854730328,617
"6-(methylamino)hexane-1,2,3,4,5-pentaol",218.09666,4.407,"","","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",NA,NA,NA,NA,-0.0371798059694922,0.00659366619397663,0.0377599577039842,618
"Galacturonic acid",193.03535,0.585,"HMDB0002545","C08348","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",NA,NA,NA,NA,0.0148979805930706,0.0346828887617329,0.0377472197467607,619
"sl-1",184.06371,0.645,"","","Benzenoids","Phenols","1-hydroxy-4-unsubstituted benzenoids",NA,NA,NA,NA,-0.0375628735598936,-0.00368198151876569,0.0377428994379219,620
"2-Thiophenecarboxaldehyde Oxime",128.01913,0.501,"","","Organoheterocyclic compounds","Heteroaromatic compounds","",NA,NA,NA,NA,-0.0365235175361382,0.0094091871068866,0.0377160461239642,621
"Polyveoline",340.25916,3.849,"","","Organoheterocyclic compounds","Indoles and derivatives","Indolines",NA,NA,NA,NA,0.0212633585038679,0.0311423530021656,0.0377091045422124,622
"3-hydroxy-tetracosanoic acid",383.35367,8.904,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,0.027731192884507,0.0255301657950548,0.0376936125135376,623
"PA(14:0/15:0)",605.42188,8.45,"","","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates",NA,NA,NA,NA,0.0310808084521949,-0.0213226587168646,0.0376918085105757,624
"Guanine",152.05638,0.682,"HMDB0000132","C00242","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives",NA,NA,NA,NA,-0.0329646681620417,0.0182569435714212,0.0376826927859938,625
"Marinoquinoline H",261.10236,4.423,"","","Organoheterocyclic compounds","Quinolines and derivatives","Phenylquinolines",NA,NA,NA,NA,-0.03764542668285,-0.000997011132218595,0.0376586269177675,626
"(3s,4ar,6ar,6bs,8as,12as,14ar,14br)-8a-(hydroxymethyl)-4,4,6a,6b,11,11,14b-heptamethyl-1,2,3,4a,5,6,9,10,12,12a,14,14a-dodecahydropicen-3-ol",441.37332,8.369,"","","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols",NA,NA,NA,NA,-0.0358299002486533,0.0115795060814432,0.0376545709432284,627
"5,6-dehydro-7-deacetyl-7-oxogedunin",437.19266,6.409,"","","Organoheterocyclic compounds","Naphthopyrans","",NA,NA,NA,NA,0.0372969319346201,-0.0051645149008527,0.037652799974196,628
"(1'r,3r,3ar,4'r,7'r,8's,8ar,9ar,11's,13'r)-7'-isopropyl-1',4',5,8a,11'-pentamethyl-4,6,7,8,9,9a-hexahydro-3ah-spiro[naphtho[2,3-b]furan-3,15'-tetracyclo[11.2.1.0,.0,]hexadecan]-2'(12')-en-2-one",503.39426,7.862,"","","Unknown","","",NA,NA,NA,NA,0.0190688467380119,-0.032458481073232,0.0376453703594366,629
"Didehydromirabazole A",421.06503,0.662,"","","Organoheterocyclic compounds","Azoles","Thiazoles",NA,NA,NA,NA,-0.0371497709980291,0.00607773108846075,0.0376436488718834,630
"(1s,4s,7s,8r,11s,12r,13s)-13-isopropyl-12-methyl-10-oxa-2-azatetracyclo[5.4.1.1,.0,]tridecan-9-one",250.17715,5.919,"","","Unknown","","",NA,NA,NA,NA,0.0189590708155325,0.0324863195845532,0.0376139246335463,631
"p-nitrobenzoate",168.03384,0.647,"","","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives",NA,NA,NA,NA,-0.0375076435148559,-0.00268249413461391,0.0376034452785878,632
"Toxol",219.10153,5.261,"","C08979","Unknown","","",NA,NA,NA,NA,-0.037547667875977,0.00146789183410684,0.0375763498674541,633
"(17'e)-16'-(1-hydroxyethyl)-5',24'-dimethyl-9',15'-dioxaspiro[oxirane-2,25'-tetracyclo[21.2.1.0,.0,]hexacosane]-4',11',17',19'-tetraene-10',21'-dione",481.2619,8.448,"","","Unknown","","",NA,NA,NA,NA,-0.037125565434693,-0.00575287397625266,0.0375686460739846,634
"4-(2-Aminoethyl)-2,6-Dibromophenol",291.90292,4.596,"","","Benzenoids","Benzene and substituted derivatives","Phenethylamines",NA,NA,NA,NA,0.0311721216089726,0.0209496533473872,0.0375578106521169,635
"Azepinomycin",169.07561,3.833,"","","Organoheterocyclic compounds","Imidazodiazepines","",NA,NA,NA,NA,-0.0363696106930066,-0.00926715267996263,0.0375317026093221,636
"5,8-dihydroxy-1-methylnaphtho[2,3-c]furan-4,9-dione",245.04764,6.886,"","","Organoheterocyclic compounds","Naphthofurans","",NA,NA,NA,NA,-0.0373030836254235,-0.00409902180942246,0.0375276168675745,637
"(2R)-6-methylpiperidine-2-carboxylic acid",144.10187,0.636,"","","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,NA,NA,NA,-0.0335892335914071,0.0166510426911601,0.0374899164571081,638
"PE(0:0/18:1(9Z))",480.30917,7.429,"","","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines",NA,NA,NA,NA,-0.0270032945690912,0.0260058378846786,0.0374897522220312,639
"Calanolide D",367.15741,8.981,"","","Organoheterocyclic compounds","Naphthopyrans","",NA,NA,NA,NA,-0.031959275814239,0.0194773747919128,0.0374267743648213,640
"(10s,11s,15r)-10-(2h-1,3-benzodioxol-4-yl)-4,6,13-trioxatetracyclo[7.7.0.0,.0,]hexadeca-1,3(7),8-trien-12-one",353.10178,4.489,"","","Unknown","","",NA,NA,NA,NA,-0.028846063926728,0.0238351363717011,0.0374193683795233,641
"Cis-Bis(Methylthio)Silvatin",409.16107,6.355,"","","Unknown","","",NA,NA,NA,NA,0.00408732434790727,-0.037149450111249,0.0373736252441903,642
"16-hydroxy-4,4,8,10,14-pentamethyl-17-(4,5,6-trihydroxy-6-methylheptan-2-yl)-1,2,5,6,7,9,11,12,15,16-decahydrocyclopenta[a]phenanthren-3-one",437.34082,7.65,"","","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids",NA,NA,NA,NA,-0.0126653284300869,-0.0351597163945468,0.0373713285980968,643
"6-hydroxy-2,6-dimethylocta-2,7-dienimidic acid",184.13338,7.902,"","","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids",NA,NA,NA,NA,0.0110757593118904,0.0356878526352089,0.0373670345364375,644
"Talbotaflavone",541.11871,0.552,"","","Unknown","","",NA,NA,NA,NA,-0.0173911810764173,0.033070694210648,0.0373647426701553,645
"Bulbimidazole C",221.16531,7.573,"","","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds",NA,NA,NA,NA,0.0178693320970172,0.0328109760387765,0.0373613861923063,646
"Neurine",104.10683,0.734,"","","Alkaloids and derivatives","","",NA,NA,NA,NA,-0.0371880741179981,0.00358645711503492,0.0373606147064486,647
"Homatropine",276.1593,7.261,"HMDB0253199","C07814","Alkaloids and derivatives","Tropane alkaloids","",NA,NA,NA,NA,0.0361486041826559,0.0094234027443802,0.0373566875356624,648
"7R-hydroxy-hexadecanoic acid",271.22812,7.707,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,-0.0226046103475963,-0.0297368178498304,0.0373530018178011,649
"(2s,3s,6r)-6-(13-hydroxytetradecyl)-2-methylpiperidin-3-ol",328.32043,6.789,"","","Alkaloids and derivatives","","",NA,NA,NA,NA,0.0255696900458308,0.0272249403392049,0.0373497848121394,650
"N-Methylpseudoconhydrine",158.1541,0.687,"","","Alkaloids and derivatives","","",NA,NA,NA,NA,-0.0119876657370287,-0.0353690393244925,0.0373453219635369,651
"7,8-Dihydroxy-1-Methoxy-3-Methyl-10-Oxo-1H-Pyrano[4,3-B]Chromene-9-Carboxylic Acid",319.04819,5.886,"","","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans",NA,NA,NA,NA,0.0346534875904649,-0.0138606099727107,0.0373226568051916,652
"PG(18:1(9Z)/0:0)",509.28922,9.365,"HMDB0240602","","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols",NA,NA,NA,NA,-0.00540711985934925,0.0369270459858149,0.0373208208700165,653
"Huptremule D",493.31436,7.655,"","","Organoheterocyclic compounds","Quinolines and derivatives","Quinolones and derivatives",NA,NA,NA,NA,0.034558971180706,-0.0140185998292806,0.037294016011183,654
"Octinoxate",291.19562,7.261,"HMDB0255909","","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Cinnamic acid esters",NA,NA,NA,NA,0.0364470711037511,0.00789930226347875,0.0372932697452461,655
"5-methyl-1-(4-methylcyclohex-3-en-1-yl)hex-4-en-1-ol",209.19049,6.681,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols",NA,NA,NA,NA,0.0120563121884494,0.0352798044954225,0.0372829621787297,656
"Accedinisine",643.36475,8.739,"","","Unknown","","",NA,NA,NA,NA,0.0297796744142231,0.022415499496719,0.0372730952015598,657
"1-Acetoxy-3,15-epoxygymnomitrane",279.19476,8.01,"","","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives",NA,NA,NA,NA,-0.0370024566514623,-0.00434215313446936,0.0372563563984259,658
"MELIBIOSE",365.10419,0.623,"","","Unknown","","",NA,NA,NA,NA,-0.0323113030359717,0.0185049635306766,0.0372351175525748,659
"(1r,2s,7s,8r,9s)-12-hydroxy-11-isopropyl-2,6,6-trimethyl-15-(4-methylpent-3-en-1-yl)-10,13-dioxotetracyclo[7.4.4.0,.0,]heptadeca-11,15-diene-8-carbaldehyde",467.31433,8.871,"","","Unknown","","",NA,NA,NA,NA,-0.036629043419436,0.0065094146565302,0.0372029474772306,660
"urocanic acid",137.0358,0.987,"HMDB0000301","C00785","Organoheterocyclic compounds","Azoles","Imidazoles",NA,NA,NA,NA,0.0167046665655421,-0.033236530792294,0.0371982911458718,661
"21-Oxopristimerine",477.26566,7.926,"","","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids",NA,NA,NA,NA,0.0232655183555022,-0.0290190215351077,0.0371939236328363,662
"1-oxacyclooctadeca-3,5-dien-2-one",265.21198,4.387,"","","Phenylpropanoids and polyketides","Macrolides and analogues","",NA,NA,NA,NA,0.0326726159235416,0.0177719553135813,0.0371933089003277,663
"PC(16:0/18:1(9Z))",760.58313,9.138,"HMDB0007972","","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines",NA,NA,NA,NA,0.0141879329146842,0.0343789557435491,0.0371915318104604,664
"FA 18:4+2O",309.2066,5.738,"","","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives",NA,NA,NA,NA,-0.0371505078322986,-0.00131095940003738,0.0371736310675487,665
"(2e,4e)-n-(2-methylpropyl)hexadeca-2,4-dienimidic acid",308.2952,9.352,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides",NA,NA,NA,NA,-0.0293714001504439,0.0227786904958247,0.0371691792686101,666
"elema-1,3,7(11),8-tetraen-8,12-lactam",230.15364,4.639,"","","Organoheterocyclic compounds","Indoles and derivatives","",NA,NA,NA,NA,-0.0365803885375053,-0.00656888659876225,0.037165509504139,667
"3-HYDROXY-2-METHYL-4-PYRONE",127.03891,0.62,"HMDB0030776","C11918","Organoheterocyclic compounds","Pyrans","Pyranones and derivatives",NA,NA,NA,NA,-0.0353179037288833,0.0115692506168508,0.0371645245313077,668
"5-(2,5-dihydrofuran-3-yl)-2-methylpent-3-en-2-ol",169.1225,4.733,"","","Organoheterocyclic compounds","Dihydrofurans","",NA,NA,NA,NA,0.0177722687708779,0.032628981570748,0.037155133906481,669
"Stachyose",667.23114,0.626,"HMDB0003553","C01613","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",NA,NA,NA,NA,-0.0358825264061761,0.00964064380598318,0.0371550496471714,670
"N-Stearoyltryptamine",427.3566,7.267,"HMDB0040816","","Organoheterocyclic compounds","Indoles and derivatives","Indoles",NA,NA,NA,NA,0.00589271511334858,-0.0366820108880674,0.0371523083293539,671
"Myrothenone A",166.05118,5.814,"","","Unknown","","",NA,NA,NA,NA,-0.0359876315991659,-0.00920653716162897,0.0371466008488763,672
"Rugulovasine A",267.11688,6.003,"","","Organoheterocyclic compounds","Indoles and derivatives","Indoles",NA,NA,NA,NA,-0.0244230358723201,-0.0279790361167069,0.0371390783843733,673
"{5,9,13-trimethyltetracyclo[11.2.1.0,.0,]hexadec-14-en-5-yl}methyl 3-(4-hydroxyphenyl)prop-2-enoate",433.27356,7.851,"","","Unknown","","",NA,NA,NA,NA,-0.00775448655161156,0.036317873688807,0.0371365050988278,674
"AKML B",425.2883,8.978,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohol esters",NA,NA,NA,NA,0.00934410070766285,0.0359012395263257,0.0370973208946625,675
"ethyl-9-decenoate",199.16957,6.936,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,-0.0156074680991716,-0.0336525054021057,0.037095608639102,676
"Cananodine",234.18567,3.942,"","","Organoheterocyclic compounds","Pyridines and derivatives","Methylpyridines",NA,NA,NA,NA,-0.0365196294320567,0.00642067674608747,0.0370797576007785,677
"Ruscopine",305.19751,8.428,"","C08510","Benzenoids","Benzene and substituted derivatives","Methoxybenzenes",NA,NA,NA,NA,-0.00386479941446088,-0.0368689988018642,0.0370710095245042,678
"3-(1-aminoethylidene)-6-methyl-2H-pyran-2,4(3H)-dione",166.05125,5.894,"","","Organoheterocyclic compounds","Pyrans","Pyranones and derivatives",NA,NA,NA,NA,-0.0334719019692961,-0.0159233101084849,0.0370664272118739,679
"9(S)-hydroxy-10E,12Z-octadecadienoic acid",295.22827,7.374,"HMDB0004670","C14767","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives",NA,NA,NA,NA,-0.0361064476920028,0.00834172078239442,0.0370575211063391,680
"(4E,6E,d14:2) sphingosine",242.21173,6.288,"","","Organic nitrogen compounds","Organonitrogen compounds","Amines",NA,NA,NA,NA,0.00653567869995855,0.0364630588215655,0.0370441595220359,681
"Ethylbenzene",107.08556,7.957,"HMDB0059905","C07111","Benzenoids","Benzene and substituted derivatives","",NA,NA,NA,NA,0.01500196204013,0.0338544276501561,0.0370294630878326,682
"pseudolaric acid B",455.15979,7.532,"HMDB0242611","","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones",NA,NA,NA,NA,0.0364882554336995,0.00626940249854234,0.0370229414320855,683
"4-({11-hydroxy-4,4-dimethyl-3,5,8-trioxatricyclo[7.4.0.0,]trideca-1(13),9,11-trien-6-yl}methyl)benzene-1,2-diol",345.13492,5.138,"","","Unknown","","",NA,NA,NA,NA,-0.0333809278073151,0.015956723127415,0.0369986939531947,684
"Dihydroartemisinic aldehyde",221.19044,8.179,"","","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids",NA,NA,NA,NA,-0.0369658530464965,-0.00141038202441927,0.036992748869339,685
"Biverlactone A",337.19824,5.531,"","","Organoheterocyclic compounds","Pyrans","Pyranones and derivatives",NA,NA,NA,NA,0.0367851067011582,0.00381937185811298,0.0369828565203682,686
"3-Formylcarbazole",194.061,5.139,"HMDB0029743","","Organoheterocyclic compounds","Indoles and derivatives","Carbazoles",NA,NA,NA,NA,-0.0357921817642713,-0.00929682622184347,0.0369798763281571,687
"5-[(1R,4R,6R)-1,4-dihydroxy-2,6-dimethylcyclohex-2-en-1-yl]-3-methylpenta-2,4-dienoic acid",251.12909,5.78,"","","Organoheterocyclic compounds","Dioxanes","1,2-dioxanes",NA,NA,NA,NA,0.0242364988506487,0.0279070504050883,0.0369622961793452,688
"(1S,5R,6R,14R,15S,17R,22S)-5,10,15-trihydroxy-6,14,18,18,22-pentamethyl-7,13-dioxapentacyclo[12.8.0.03,12.04,9.017,22]docosa-3(12),4(9),10,20-tetraene-8,19-dione",441.19113,6.284,"","","Benzenoids","Benzene and substituted derivatives","Benzophenones",NA,NA,NA,NA,-0.0336674291403026,0.0152295978451194,0.0369518123431228,689
"19-HOME(9Z)",297.2435,8.838,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,-0.0281731521143404,0.0238756146734075,0.0369292766797671,690
"3,5-dihydroxyphenyl (2r)-2-methylbutanoate",211.09929,0.632,"","","Benzenoids","Phenol esters","",NA,NA,NA,NA,0.0350519793873284,-0.0115442624680921,0.036904081818979,691
"11-heptadecyl-11h-5,10-dioxatetraphen-12-one",489.35663,7.621,"","","Phenylpropanoids and polyketides","Flavonoids","Pyranoflavonoids",NA,NA,NA,NA,0.0361372817402313,0.00743482917633441,0.0368941704941869,692
"3-chloro-4-hydroxyphenylacetamide",184.01689,4.523,"","","Benzenoids","Benzene and substituted derivatives","Phenylacetamides",NA,NA,NA,NA,-0.0309545021816045,0.0199322315419596,0.0368167768762184,693
"thymol",173.09196,0.625,"HMDB0001878","C09908","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids",NA,NA,NA,NA,0.00925882592090647,0.0356231417990433,0.0368067125544838,694
"Stellarine A",254.09628,4.935,"","","Alkaloids and derivatives","Harmala alkaloids","",NA,NA,NA,NA,-0.0328006954259191,0.0166747889853352,0.0367958449845818,695
"7-phenylheptan-3-ol",193.15884,5.965,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols",NA,NA,NA,NA,0.0137553542630257,0.0341241271750563,0.0367921979006522,696
"(3r,3ar,4r,6s)-3-(furan-3-yl)-6-hydroxy-3a,7-dimethyl-1-oxo-3,4,5,6-tetrahydro-2-benzofuran-4-yl acetate",305.10648,4.789,"","","Organoheterocyclic compounds","Isobenzofurans","",NA,NA,NA,NA,-0.0367266674272081,-0.0017939978269589,0.0367704572790696,697
"3-Bromo-4,5-Dihydroxybenzaldehyde",216.95078,0.503,"","","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds",NA,NA,NA,NA,-0.0349058899765822,0.0115381095910953,0.036763421059436,698
"Longipedlactone J",535.27539,9.11,"","","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones",NA,NA,NA,NA,-0.00852796219849134,0.035746610085232,0.0367497792081055,699
"Olivetolic Acid",223.09773,5.456,"","C20417","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives",NA,NA,NA,NA,-0.0364513947638429,-0.0046495911301958,0.0367467396908557,700
