Name,m/z,RT [min],HMDB,KEGG,Super_Class,Class,Sub_Class,log2FC_Processing_1,log2FC_Processing_2,log2FC_Processing_3,log2FC_Processing_4,YS0_F-1,YS0_F-2,YS0_F-3,YS25_F-1,YS25_F-2,YS25_F-3,YS50_F-1,YS50_F-2,YS50_F-3,YS75_F-1,YS75_F-2,YS75_F-3,YS100_F-1,YS100_F-2,YS100_F-3
"7-chloro-1-methyl-5-phenyl-5h-1,4-benzodiazepin-2-one",283.06122,4.858,,,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",,,,,109388.355862957,118417.31938041335,109754.36165662968,96395.46818075076,89884.06276155324,92791.02080769601,91841.52221832586,104604.134768066,99052.91327360812,91651.46703135957,83296.6356750092,94141.31845363123,114680.55969637557,124559.07412820547,126738.94347541894
Xanthosine,283.06812,1.08,HMDB0000299,C01762,"Nucleosides, nucleotides, and analogues",Purine nucleosides,,,,,,42093.47148581228,41560.6117006154,34344.25237357231,51638.63016051566,47752.30133117215,51004.25406831219,5483.76249054365,6511.8833940670065,6241.769132389343,10118.900047973024,10524.291505765275,11341.023236261703,12039.568023431477,11854.380316062603,11952.71368050592
Benzyl Ferulate,283.09686,5.651,,,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,,,,,12119.03318467082,11089.750859307014,13123.036236022172,157156.36561310227,149979.59971357408,125647.28907332373,25133.916742561276,23128.450311789988,22080.186375648744,131916.62847483618,131680.99064660934,147349.53017855453,168520.59256907276,178233.86159294302,189981.18433798425
"(2R,3S,5S)-5-[(Z)-1-chlorohex-3-en-5-ynyl]-2-[(Z)-3-hydroxypent-1-enyl]oxolan-3-ol",283.10999,6.692,,,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,,,,,201367.15018517524,242722.0225037966,219289.35201102815,227500.94624265493,236292.91943155474,245478.8351257904,155417.32497136912,176815.8683420006,180343.3335866303,529046.4441970306,577952.6921269611,645079.9073760085,624889.4444200409,529198.1103549033,686943.464725056
cyclo(his-phe),283.11844,4.383,,,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",,,,,462985.28402348806,459087.5089929808,412587.48128353094,514387.2279447114,536330.0479989777,572339.804456311,372851.5313694405,363648.25263175275,397652.5022988067,332059.42705027305,409870.6849999756,415491.74504975136,357727.73169564386,320626.3219896545,320356.0719147018
"(1s,2r,5s,6s,9s,10s,11s,13r)-2,6,10-trimethyl-8-oxatetracyclo[7.3.1.0,.0,]tridecane-5,9,11,13-tetrol",283.15549,6.029,,,,,,,,,,895659.7157844896,876920.2156564201,749030.1982590903,19855.4024443961,22381.04714802922,20394.503757574686,49859.159657131735,59422.09135484776,64956.9744280205,60769.33615765051,57140.13091109785,59742.72882125167,20055.335546294362,19430.235913629025,20652.612260076607
Androstenedone,283.16962,8.945,,,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,,,,,8104440.029341818,7814954.17599857,8891266.028659612,8043452.076278895,8062036.936339506,7118860.042381597,7229005.326950223,8283646.916067254,8925970.223982522,8136527.431667737,7901851.817982804,9341345.656349458,7492055.723458846,8483818.674393693,8059288.506147462
methyltrienolone,283.16965,8.375,HMDB0254669,C14257,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,,,,,6430940.640153823,7497161.495133783,6066046.872712393,7111525.074990378,8108158.153854656,7483542.750154963,8181600.901736866,7777848.399952417,8591828.523310723,9527480.223464312,8343650.675357452,8297310.507178233,7165325.14357304,8852719.53646388,8047601.610963082
"(3R,5R)-1,7-Diphenylheptane-3,5-Diol",283.16968,7.469,,,Phenylpropanoids and polyketides,Diarylheptanoids,Linear diarylheptanoids,,,,,2453706.1817621565,2276236.124943511,1848748.8882943331,2222023.7545170425,2501224.246711962,2555178.1397709954,2442086.6968401503,2629848.7867905493,2287523.5763693005,2374784.9885371444,2675458.9369893484,2655789.960473507,2706162.6756815184,2388051.1630380005,2049321.7272804799
Berkeleylactone J,283.19107,5.723,,,Phenylpropanoids and polyketides,Macrolides and analogues,,,,,,354918.9730501356,309345.40840298403,312451.0728468803,630338.8623630479,566095.0702969213,543430.3470400309,276494.0739716639,252414.9710509555,276488.3258773805,311094.2997629445,312114.46939946694,283129.14093758847,274772.68901012524,251838.86421474224,255374.25777513257
"5,7,3',4'- tetrahydroxy-3-phenylcoumarin",285.04086,5.344,,,Phenylpropanoids and polyketides,Isoflavonoids,Hydroxyisoflavonoids,,,,,393813.7845628588,389548.65859779174,358022.9457393494,43005.066159455346,51822.4491984921,47241.58954205254,63883.25972505025,80905.6561276925,72369.9026072573,43276.924094591894,48746.070809643184,40789.23736576492,36046.00136757745,30877.871387837346,34292.87377458521
isosakuranetin,285.07703,6.229,HMDB0253690,C05334,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,,,,,1690693.1907354882,2085991.61913494,1867719.7061295724,1189870.6316469605,1347175.589702534,1046363.3406505055,173299.72990076337,202777.22554908847,179176.2841501482,1562572.0379408044,1981137.590094405,1699625.340964791,422185.39251732716,523670.37443639146,448906.2433462813
7-hydroxy-10-methoxy-3-methyl-3h-benzo[f]chromene-8-carboxylic acid,285.07703,5.32,,,Organoheterocyclic compounds,Naphthopyrans,,,,,,601934.6164579317,681038.0317781466,612788.6105639216,831923.3604245281,721215.6369713151,740701.2362041567,820844.7688292855,907029.6672838142,1030724.3169869004,884243.7696084109,811472.3579953389,816428.6282962505,838555.3485167408,645373.209970099,680652.0251131604
"2-(2h-1,3-benzodioxol-5-yl)-3,4-dihydro-2h-1-benzopyran-3,7-diol",285.07983,4.579,,,Phenylpropanoids and polyketides,Flavonoids,Flavans,,,,,133095.80080589605,145545.86845640102,122872.77053770293,277313.2992136516,279103.9413970457,273968.3089893027,356916.71449771576,400749.54453892336,351956.4798633607,188811.70648275525,245562.96375538918,208072.22386185557,605149.2025902402,624033.3839806599,643809.0577290998
Tanzawaic acid X,285.1492,6.592,,,Benzenoids,Tetralins,,,,,,239628.19295483825,220332.53781247578,227678.118332686,196988.3783876031,196236.48511040624,187666.39320199066,49844.935216080725,54052.403453437575,63587.711780481695,117875.48906900219,147242.09568400847,127281.75254698936,232861.4674208148,208340.05120979444,207859.94976939063
"11-(2,3-dihydroxycyclopentyl)undecanoic acid",285.20703,5.705,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,,,,,2625666.165896731,2800058.2684230125,2966603.803680255,8244644.14244126,6660547.410150894,7608149.222407846,1671183.5780211503,2015350.4443142216,1981461.5906646284,1211570.5841177078,1111861.1619624922,1169500.7769198,177810.51598675808,186203.8407122227,179374.15140101922
Thapsic Acid,285.20703,6.565,HMDB0000672,C19615,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,,,,,1620510.3474432135,1532791.8513575166,1547168.95819927,1683472.0755094974,1736281.9753270105,1684247.4451634923,1297235.595250383,1314995.0184395753,1556817.5013100419,1084291.6166647715,1255821.8079150126,1246226.402420216,1299803.62929114,1493896.51613202,1287889.5545768396
"2-(3-hydroxybut-1-en-1-yl)-5-isopropoxy-1,3,3-trimethylcyclohexane-1,2-diol",285.20721,6.95,,,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,,,,,686374.9408206758,592596.3246087098,650536.4122706146,615669.445229985,761727.6511139969,673854.580656018,655323.9658151377,737817.7715769556,548432.1566079066,586961.7836817352,693804.1951517226,647850.0832665424,525952.5520625087,572352.7746958231,613748.8989416683
3-hydroxyheptadecanoic acid,285.24316,8.493,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,,,,,1401080.245585748,1189176.3546505787,1154381.6377636737,424480.1356159283,384457.6592492158,404177.61683485616,414618.0275101915,378040.01926166425,418353.5804281443,439777.25668391504,463397.8424797482,496565.34723633685,380010.63540033065,316571.64318676206,407509.2319129071
"2-{10-methoxy-7-oxo-2h,3h-[1,4]dioxino[2,3-g]chromen-2-yl}prop-2-enal",287.05902,5.537,,,Phenylpropanoids and polyketides,Coumarins and derivatives,"p-Dioxolo[2,3-g]coumarins",,,,,191074.34877638193,186951.60842305666,161453.84010056136,505602.61194535694,444093.1426333631,489380.7635212799,274756.37316728075,293897.9071921836,289846.86784053576,154542.09774716274,174486.61601902987,169558.1702338074,453666.1491939741,407810.4405196115,492351.22008641437
"(1S,4R,5S,7R,10R)-guaiane-4,5,10,11,12-pentaol",287.18613,4.798,,,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,,,,,35921.82724519897,34832.24843837833,35325.707956422695,51808.13985028644,54523.03255420352,53854.276995510045,9719.779276922422,8314.49385335671,8696.309496720862,61616.68240736699,58095.97564059924,62115.483302033754,3755.7645246789625,3215.4684094669624,3698.8172898540747
"3,16-dihydroxypalmitic acid",287.22244,5.788,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,,,,,370634.1548171152,322584.14969292865,335564.13518995617,288061.3119512806,293054.3443119472,352515.6766367721,313144.19895622646,295784.2370536906,321803.51749008294,241620.47418312408,248070.94258109038,240011.89603578567,283548.8208365944,253799.9827323995,294454.73983100604
"9,16-dihydroxy-palmitic acid",287.2226,6.268,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,,,,,877737.6369497034,807000.5124213215,898697.257128975,6815549.076278387,6879018.823843723,7112351.439877892,1194699.3752044255,1218095.8539190209,1208686.7868765537,895178.8025730207,1008783.7557206997,989020.6314062799,394344.37057820667,328467.62265281315,370245.14136898005
"16-methyl-3,5-dioxa-11-azapentacyclo[10.7.1.0,.0,.0,]icosa-1(20),2(6),7,9,11,14,16,18-octaen-13-one",288.0661,5.537,,,,,,,,,,1577814.755990761,1529600.7921537159,1862762.2568555234,3803661.703112506,3632586.0022586933,4793716.040628802,2131792.3939595097,2434006.791712976,2454568.653327515,1433315.4342622005,1707648.6007679168,1612982.7489698827,3338905.199190772,3430383.9425190035,4330923.159290224
"3-(5,8-dimethoxy-2,2-dimethylchromen-6-yl)propanoic acid",291.12311,6.022,,,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,,,,,164511.8771565983,182250.2581528898,226021.1176905119,61619.083122060656,73165.90145697922,61700.358350960145,1094910.2465505821,1267871.7867993107,1005113.7536501075,54358.91490157939,59185.2072415058,47428.00801691484,31571.321797522654,27666.05735573018,35935.144826747164
"6-(1-ethoxyethyl)-5,7-dimethoxy-2,2-dimethyl-2H-chromene",291.16019,7.173,,,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,,,,,706820.022811865,769072.994753296,622833.5028348392,664969.8874251455,667895.6374162853,695460.0813585691,705135.9857785051,605933.5245419133,674025.8147795816,692817.6654456145,648757.4634556683,723745.158198717,750218.5968853213,719207.8780044938,761204.9026101846
"4-(2-Aminoethyl)-2,6-Dibromophenol",291.90292,4.596,,,Benzenoids,Benzene and substituted derivatives,Phenethylamines,,,,,1684648.2519774407,1742054.7739135385,1730412.9631090208,2965284.6148263356,2383518.338814012,2357532.075359652,2237417.0939628417,2253235.175773445,1905632.2292637134,2304111.05763048,2521738.2745552976,2301861.4648142233,2001328.0888168712,1814786.0081609266,2315228.1410222016
N-ACETYLMURAMIC ACID,292.10349,1.064,HMDB0060493,C02713,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,,,,,208754.62263396638,197371.18553560457,188187.30873042904,134177.62192878348,143683.62934264768,136877.07452856883,25251.363426601143,31115.997382843456,33192.109080555405,91276.88385222967,87818.16655877397,87823.95423899636,67664.92731630901,69091.02422473989,76049.1611989511
"2-[(2R,8S,8aR)-8,8a-dimethyl-2,3,5,6,7,8-hexahydro-1H-naphthalen-2-yl]prop-2-enoic acid",293.17474,6.327,,,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,,,,,69710375.55064456,70663157.85317717,71630788.37617826,55709798.66409325,55075313.70851269,57257776.767394066,72528033.88118862,74820611.11726904,73879906.53154236,58956899.31822588,58744959.91633975,73045431.60543442,68850707.91805626,59731473.8861709,75569823.93577285
"(1s,4ar,5s,8ar)-5-(2-carboxyethyl)-1,4a-dimethyl-6-methylidene-hexahydro-2h-naphthalene-1-carboxylic acid",293.17624,6.692,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,,,,,3959731.070669603,4523673.256740492,3638425.240589905,12835123.096145215,14604801.162730252,13394971.291124532,9945358.270703094,10040293.92259786,9077430.130699044,2418418.885813314,2586682.758060184,2871475.7561265016,7625101.021558019,6061449.91188938,7262466.976552601
Dihydrocineromycin B,293.17929,6.991,,,Phenylpropanoids and polyketides,Macrolides and analogues,,,,,,27508909.530803245,27319025.411185887,23189635.87801086,40021860.904802516,37905368.184756,44509332.270441465,17117842.516443223,15341917.964771042,20492899.798785742,14953408.669316791,16600297.954318343,17224601.22636486,17035325.768989258,17195461.30306328,15122375.677947463
alpha-kamlolenic acid,293.21228,7.535,,,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,,,,,785437.1809852644,795632.2324787523,751564.4327359832,190635.75828535284,209633.3345055018,195038.41580914523,875993.7253792185,782828.2592045823,907329.6989161995,89115.91746540087,85199.79552566881,83311.73260893032,136962.0054663411,125718.66846394788,137855.44726971106
"(9R,13R)-10,11-dihydro-12-oxo-15-phytoenoic acid",293.21231,7.06,,,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,,,,,855261.69903078,1035786.6892226153,1003413.2116466049,86449.91157898,81704.35475373118,112256.42684728884,209012.23464161673,204686.6181356866,230875.88012269666,57222.856005983514,58730.97208996387,60338.7084840526,117177.1204847813,125546.16330144492,149183.65811377374
Medicagol,295.02451,5.701,HMDB0033831,,Phenylpropanoids and polyketides,Isoflavonoids,Coumestans,,,,,48121.696726887756,45148.731107224296,45756.109555887946,46384.72419330408,40433.733631181836,43615.517365514104,8446.1171983247,7892.176519658643,9648.065934016657,39505.88437082686,46041.47374863281,54622.22040054037,50839.04698854024,47771.54232199164,41014.501689468125
Cytosporone Q,295.11868,5.512,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,,,,,1205402.8127071348,1087263.3681407536,1049117.660152111,95856.82752648518,106188.84291234151,93546.7933711733,33472.146130969915,38328.444991103774,37481.321177926315,49096.30756782885,44962.93419812403,45157.08429404712,54789.628294683884,54123.71917311998,43317.383142196144
Microsphaerophthalide E,295.11874,4.871,,,Organoheterocyclic compounds,Benzofurans,Benzofuranones,,,,,158050.53650098434,159688.72880075892,166936.95949825674,27740.063012976138,30619.289149291824,28678.995727732035,84091.23587798025,92185.81670580787,85152.49284621183,60987.73453860723,63038.97985043352,75447.15771095923,78765.25750439675,63820.72979772199,78635.04022788127
"2-hydroxy-9Z,12Z-Octadecadienoic acid",295.22672,7.156,,,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,,,,,635850.608012497,680170.841988771,755096.2218987319,534278.5633789743,572758.0394160021,508208.7368050236,419502.4334203175,435616.9086432477,493353.7194364346,498345.3704537789,456815.57843148045,457350.06581474055,149335.21234727683,136008.91067495404,134446.65247776912
"(5s)-5-[(7s,8e)-7-hydroxytetradec-8-en-1-yl]oxolan-2-one",295.22812,7.935,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,,,,,1024005.8188339086,970227.4056871707,905194.2936789211,492143.3860844344,555772.7334734105,569372.9058421553,248214.56804196336,264645.37250520824,220998.08695282834,275818.2616686897,257885.87294685433,284614.7372844559,1239287.0506452208,1463948.9993908433,1176075.0559639356
Ethyl (E)-8-Oxohexadec-9-Enoate,295.22824,8.199,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,,,,,641616.6436462437,679098.0825820952,716866.4466716616,63358.307946653884,64637.555908762886,60469.79489458322,186418.1600134314,180876.17386735472,208069.91601921382,129602.49269375065,146885.11424437852,153792.4669618708,604661.4195797092,605505.3835778804,644368.5423424105
"9(S)-hydroxy-10E,12Z-octadecadienoic acid",295.22827,7.374,HMDB0004670,C14767,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,,,,,5786327.495544373,5690923.922731804,7255493.385723826,1517707.898601358,1620585.1449074456,1641359.9514911966,1885998.6082811148,1772126.103997648,1934444.2977212372,1127592.8398329113,1262563.2459998918,1323441.5031671964,1536080.708657522,1243865.7591100095,1248631.1412324684
9-methylidene-8-oxoheptadecanoic acid,295.22839,7.772,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,,,,,1793936.205941928,1981776.7856021211,1746924.4284559514,454623.3838604034,529658.5454609094,543595.7401786871,430117.73657801165,479437.5308757867,573579.0874462015,267407.24447910936,339240.81127810053,302316.5448427903,2916647.3087745444,3014915.8617239757,2721282.2835014802
"4',5'-Dihydroxy-7-methoxy-5,2'-oxido-4-phenylcoumarin",297.04068,4.607,,,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,,,,,119126.55914780099,137721.39298978783,116014.19176241114,131594.65258080454,143293.3631798468,141466.21743934863,125622.09102441631,127161.37832944351,150034.24544614018,115907.7754459187,134796.84669580197,146989.0146582794,111440.14580766455,101170.7717796989,122011.23251263659
Oblongin,297.04669,5.989,,,Phenylpropanoids and polyketides,Isoflavonoids,Isoflav-2-enes,,,,,943432.2856904778,792596.5585254746,1048600.5038840477,1881367.195602371,2431083.4243717412,1984298.475025888,1262447.392344778,1239846.9714160773,1024609.8052391445,1632125.8444265856,1727066.6335283178,1503475.2090450968,1116046.2533397274,1104261.4475718625,1029379.71608841
