"node","module","degree","betweenness","is_hub"
"(1s,9r,10s,12r,15r,16r)-12,14,14,19-tetramethyl-16-{3-[2-(methylamino)ethyl]-1h-indol-2-yl}-8,19-diazapentacyclo[7.7.3.0,.0,.0,]nonadeca-2,4,6-trien-12-ol","4",219,874.833333333333,FALSE
"Pyrrospirone H","3",238,2047.5,FALSE
"taurohyocholic acid","2",136,1610.66666666667,FALSE
"PC(16:0/0:0)","1",184,198.5,FALSE
"Soyasapogenol A","1",170,461,FALSE
"(1r,2r,3as,3bs,7s,9ar,9bs,11as)-7-(acetyloxy)-9a,11a-dimethyl-1-[(1s)-1-[(5s)-5-methyl-3,4,5,6-tetrahydropyridin-2-yl]ethyl]-1h,2h,3h,3ah,3bh,4h,6h,7h,8h,9h,9bh,10h,11h-cyclopenta[a]phenanthren-2-yl acetate","1",224,925.5,FALSE
"Cycloartomunoxanthone","4",120,2082,FALSE
"(7e)-4,7-dihydroxy-10-methyl-3,4,5,6,9,10-hexahydrooxecin-2-one","4",3,1789,FALSE
"asprellol B","2",292,2753.25,FALSE
"Brahucin B","5",264,2093,FALSE
"Iriomoteolides-1B","1",234,2239.66666666667,FALSE
"Vielanin A","1",234,957,FALSE
"Kurzichalcolactone B","1",184,2120.5,FALSE
"panaxatriol","3",187,507,FALSE
"(1s,2s,5s,8r,9s,11s,13r,15r,16s,19s)-5,19-bis(furan-3-yl)-1,2,8,16-tetramethyl-12-thia-4,20-diazapentacyclo[11.8.0.0,.0,.0,]henicosane","2",184,3769.5,FALSE
"Lucidenic acid D","5",229,3579.66666666667,FALSE
"Pratensin A","1",7,2246,FALSE
"Ajugasalicigenin","5",258,1289.5,FALSE
"Alisol F","1",219,946.5,FALSE
"2-hydroxy-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}propyl (9Z,12Z,15Z)-octadeca-9,12,15-trienoate","2",296,1154,FALSE
"Salignarine A","5",267,1521,FALSE
"Isoamoritin","3",187,1370,FALSE
"Isatropolone C","2",42,1122,FALSE
"RAFFINOSE","1",190,1221,FALSE
"Penochalasin D","3",198,2324.83333333333,FALSE
"Communesin B","4",130,1809,FALSE
"Quillaic acid","3",190,2248,FALSE
"6-chloro-2,5,16-trihydroxy-17-{2-hydroxy-1,6-dimethyl-3,7-dioxabicyclo[4.1.0]heptan-4-yl}-11,15-dimethylpentacyclo[14.2.1.0,.0,.0,]nonadec-8-en-10-one","3",220,702,FALSE
"methyl jasmonate","2",1,0,FALSE
"8-[(7-hydroxy-5-methoxy-2-phenyl-3,4-dihydro-2h-1-benzopyran-6-yl)methyl]-5-methoxy-2-phenyl-3,4-dihydro-2h-1-benzopyran-7-ol","3",197,2956,FALSE
"Okaramine L","2",226,525.5,FALSE
"Scytonemin","2",209,565,FALSE
"(2s,3s)-1-[(3s,7s,10s,13e)-10-[(2s)-butan-2-yl]-8,11-dihydroxy-16-methoxy-2-oxa-6,9,12-triazatricyclo[13.3.1.0,]nonadeca-1(18),8,11,13,15(19),16-hexaen-6-yl]-2-(dimethylamino)-3-methylpentan-1-one","1",108,4245.5,FALSE
"rankiniridine","1",120,802.5,FALSE
"Gelseiridone","4",133,1367.5,FALSE
"(1s,2s,7r,8r,9s,10s,12s,13s,16r)-7,8,10-tris(acetyloxy)-12,13-dihydroxy-5,9-dimethyl-2-(prop-1-en-2-yl)-15-oxatetracyclo[7.6.1.0,.0,]hexadec-4-en-4-yl acetate","2",148,966,FALSE
"1-[5-(3,3-dimethyloxiran-2-yl)-2-hydroxyoxolan-3-yl]-3b,6,6,9a,11a-pentamethyl-7-oxo-1H,2H,3bH,4H,5H,5aH,6H,7H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-4-yl acetate","1",218,2259,FALSE
"6Beta-Cinnamoyloxy-7Beta-Acetoxyvouacapen-5Alpha-Ol","2",117,2122,FALSE
"2-[(2R,4aS,8S,8aS)-8-[2-[(4aS,7R,8aR)-7-(1-carboxyethenyl)-1-hydroxy-4a-methyl-2-oxo-6,7,8,8a-tetrahydro-5H-naphthalen-1-yl]ethyl]-4a-methyl-7-oxo-1,2,3,4,8,8a-hexahydronaphthalen-2-yl]prop-2-enoic acid","1",203,2838,FALSE
"(2S,2's,3R)-2'-(3,4-Dihydroxyphenyl)-5,5',7,7'-Tetrahydroxy-2-(4-Hydroxyphenyl)-3,8'-Bichroman-4,4'-Dione","2",144,1477,FALSE
"(1r,2s,4s,6r,7s,10s,11r,18r)-7,11-dimethyl-14-oxo-6-[(1r)-1-[(3r,5s)-1,5,6,6-tetramethyl-2,7,8-trioxabicyclo[3.2.1]octan-3-yl]ethyl]-5-oxapentacyclo[8.8.0.0,.0,.0,]octadeca-12,15-dien-18-yl acetate","3",208,456.5,FALSE
"Venturamide B","1",19,119,FALSE
"Takanawaene A","4",75,65,FALSE
"PC(0:0/20:4(5Z,8Z,11Z,14Z))","2",164,2594.5,FALSE
"protoporphyrinogen IX","2",243,1163.5,FALSE
"Citrumarin B","5",239,515,FALSE
"Gomisin D","3",206,1171,FALSE
"Cer(t18:0/16:0)","4",126,1822.5,FALSE
"Georatusin","1",194,941,FALSE
"8,10,16,22-tetrahydroxy-9-methoxy-7,14,18-trimethyl-19-(5-oxo-2h-furan-3-yl)-4,6,11-trioxahexacyclo[12.11.0.0,.0,.0,.0,]pentacosan-17-one","2",127,1280,FALSE
"DG(18:1(9Z)/18:3(9Z,12Z,15Z)/0:0)[iso2]","2",291,1716.83333333333,FALSE
"5,14-diethyl-2,11,20,23-tetramethyl-4,13,22,28,29,30-hexaoxatetracyclo[23.2.1.1,.1,]triacontane-3,12,21-trione","3",175,198,FALSE
"Cer(t18:0/18:0)","1",192,668.5,FALSE
"2-[3,4-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]phenyl]-5,7-dihydroxychromen-4-one","2",288,1292.5,FALSE
"Anomanolide D","3",10,184,FALSE
"4-(5-(7-chloro-5'-hydroxy-4,6-dimethoxy-3'-(methoxycarbonyl)-2',7'-dimethyl-3-oxo-7',8'-dihydro-3H,4'H-spiro[benzofuran-2,6'-quinolin]-4'-yl)furan-2-yl)benzoic acid","1",272,434.5,FALSE
"DG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]","1",302,1912.16666666667,TRUE
"methyl 3,20-diethyl-38-hydroxy-4-oxa-6,16,24,34-tetraazaundecacyclo[25.10.1.1,.0,.0,.0,.0,.0,.0,.0,.0,]nonatriaconta-7,9,11,18,28,30,32,35-octaene-36-carboxylate","1",277,1004.5,FALSE
"Grossamide","5",205,2190,FALSE
"2''-O-beta-L-galactopyranosylorientin","4",93,915,FALSE
"(3aR)-2,10beta,11,11-Tetramethyl-3-oxo-10abeta-hydroxy-5-hydroxymethyl-8beta-(decanoyloxy)-9alpha-(tiglyloxy)-7,8-methano-3,3abeta,4,6aalpha,7beta,8,9,10,10a,10bbeta-decahydrobenzo[e]azulene","3",188,756.5,FALSE
"Paecilospirone","4",129,3204.5,FALSE
"7'-ethylidene-5'-{[4-hydroxy-4-(hydroxymethyl)-5-methyl-2-oxo-tetrahydrocyclopenta[b]furan-3-ylidene]methyl}-1,6-dimethoxy-11'-oxa-5'-azaspiro[indole-3,2'-tricyclo[6.3.1.0,]dodecan]-2-one","1",89,76,FALSE
"9,9-Oxybis8-Hydroxy-5,6-Dimethoxy-2-Propyl-4H-Benzo[G]Chromen-4-One","4",180,3034,FALSE
"Cer(t17:0(16Me)/23:0(2OH[R]))","4",161,456,FALSE
"Veraguamide H","1",250,2116,FALSE
"methyl 12-{17-ethyl-6-methoxy-3,13-diazapentacyclo[13.3.1.0,.0,.0,]nonadeca-2(10),4,6,8-tetraen-5-yl}-15-ethylidene-17-methyl-10,17-diazatetracyclo[12.3.1.0,.0,]octadeca-3(11),4,6,8-tetraene-18-carboxylate","1",255,1532,FALSE
"Stachyose","5",254,1369.5,FALSE
"PC(O-16:0/13:0)","3",219,1786.5,FALSE
"(2R,3R,4S,5S,6R)-2-[(E)-5-[(1R,4aS,5S,6R,8aS)-6-hydroxy-5,8a-dimethyl-2-methylidene-5-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]-3-methylpent-2-enoxy]-6-(hydroxymethyl)oxane-3,4,5-triol","4",89,169.5,FALSE
"Ginsenoside Rh3","2",134,2751,FALSE
"Fungichromin B","5",210,1286.33333333333,FALSE
"PC(O-18:0/12:0)","2",148,1883.83333333333,FALSE
"PC(O-16:0/17:2(9Z,12Z))","4",99,250,FALSE
"PC(18:0/10:0)","1",227,939.333333333333,FALSE
"Icosalide B","1",171,246,FALSE
"PC(12:0/20:1(11Z))","5",167,1017.5,FALSE
"PC(P-18:0/16:0)","5",187,1854.5,FALSE
"Plastin C","3",257,774,FALSE
"Physordinose A","3",195,1970,FALSE
"PC(10:0/22:0)","3",198,895.5,FALSE
"[(1R,2R,3R,4R,7S,10R,11R,14S)-2,3,10-triacetyloxy-4,14,15,15-tetramethyl-8-methylidene-13-oxo-7-tetracyclo[9.3.1.01,9.04,9]pentadecanyl] (E)-3-phenylprop-2-enoate","5",208,2239,FALSE
"PC(O-18:0/15:1(9Z))","1",207,1067.5,FALSE
"PC(16:0/18:1(9Z))","3",240,1028,FALSE
"Trichodepsipeptide B","4",199,1407,FALSE
"PC(16:0/18:1(6E))","5",128,3825,FALSE
"PC(18:1(7Z)/18:1(7Z))","3",135,3153,FALSE
"Undecanedioic acid","7",1,0,FALSE
"Tridecanedioic acid","4",1,0,FALSE
"3,10-dihydroxy-5-methyl-12-methylidene-7-azaheptacyclo[9.6.2.0,.0,.0,.0,.0,]nonadecan-19-yl acetate","8",1,0,FALSE
"Sclerotiotide C","4",3,1789,FALSE
"4-Terpenyl Cannabinolate","1",1,0,FALSE
"6-hydroxy-2h-pyran-3-carbaldehyde","4",12,497,FALSE
"5-Hydroxymethyl-uracil","4",1,0,FALSE
"4-Hydroxycoumarin","9",1,0,FALSE
"Filifolide B","4",2,0,FALSE
"Cleroindicin D","4",3,1,FALSE
"Trisodium 3-hydroxy-2-(phosphonatooxy)propanoate","4",3,2267,FALSE
"rupestine L","10",1,0,FALSE
"N-(n-octyl)-2-pyrrolidinone","12",1,0,FALSE
"2,2,6,8-tetramethyl-7,11-dioxatricyclo[6.2.1.0,]undec-4-ene","4",3,676,FALSE
"3-methyl-13-azatricyclo[7.3.1.0,]tridecan-13-one","13",1,0,FALSE
"Hydrocotarnine","7",1,0,FALSE
"3,7-dihydroxy-8-methyl-8-azabicyclo[3.2.1]octan-6-yl propanoate","14",1,0,FALSE
"Neocryptolepine","6",3,1383,FALSE
"(5S,6S)-5-methyl-6-[(2E,4E,6E)-octa-2,4,6-trien-2-yl]oxane-2,4-dione","15",1,0,FALSE
"Osthole","5",1,0,FALSE
"5-propylideneisolongifolane","3",7,0,FALSE
"Sydonol","5",1,0,FALSE
"2E,13Z-Octadecadienal","16",1,0,FALSE
"7,11,15-Trimethyl-3-methylenehexadeca-1,6E,10E,14-tetraene","2",3,0,FALSE
"3,7,11,15-Tetramethyl-6,10,14-hexadecatrien-1-ol","2",3,1786,FALSE
"(1R,3S,5S,5As,7S,9R,9As,9Br)-1,3-Dimethoxy-7,9A-Dimethyl-6-Methylidene-1,3,5,5A,7,8,9,9B-Octahydrobenzo[E][2]Benzofuran-5,9-Diol","2",6,164,FALSE
"2-Amino- 9, 13 -Dimethyl Heptadecanoic Acid","4",8,600,FALSE
"Paniculadine","12",3,5354,FALSE
"n1,n3-bis(2,6-dimethylphenyl)-2,2,4,4-tetramethylcyclobutane-1,3-diimine","2",2,0,FALSE
"methyl 2,3,14-trihydroxy-14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.0,.0,]hexadecane-5-carboxylate","4",3,1,FALSE
"CHENODEOXYCHOLATE","4",1,0,FALSE
"Fusariumin B","4",7,3997,FALSE
"Protostemotinine","4",4,1474,FALSE
"3-Oxo-11,13(18)-oleandien-28-oic acid","11",3,3589,FALSE
"Talbotaflavone","2",76,1285,FALSE
"Agn-Pc-046O6K","3",61,4,FALSE
"Asperazine F","4",56,36,FALSE
"4-((3S,10R,13R,14S,17R)-3-(((2R,3R,4S,5R,6R)-3,4-dihydroxy-6-methyl-5-(((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)oxy)tetrahydro-2H-pyran-2-yl)oxy)-14-hydroxy-10-(hydroxymethyl)-13-methylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)furan-2(5H)-one","2",19,330,FALSE
"PC(10:0/24:0)","2",225,2029,FALSE
"Nk154183A","3",224,1517,FALSE
"PC(14:1(9Z)/22:2(13Z,16Z))","1",188,1780.5,FALSE
"PC(18:1(8Z)/18:1(8Z))","2",226,446.5,FALSE
"PC(20:2(11Z,14Z)/16:0)","1",131,724,FALSE
"PC(16:0/20:1(11Z))","1",207,568,FALSE
"PC(18:1(11Z)/20:3(8Z,11Z,14Z))","4",126,293.5,FALSE
